strategy,instrument,filter,session,entry_ts,side,signal_price,entry_price,target_price,stop_price,target_ticks,stop_ticks,exit_ts,exit_price,reason,gross_pnl,pnl,theoretical_gross_win
trend_pullback,ES,volatility+time_of_day,2024-07-26,2024-07-26 13:45:00+00:00,1,5486.0,5486.25,5492.25,5481.0,25,20,2024-07-26 13:47:00+00:00,5480.75,stop,-275.0,-278.5,312.5
trend_pullback,ES,volatility+time_of_day,2024-07-26,2024-07-26 14:01:00+00:00,1,5491.5,5491.75,5497.75,5486.5,25,20,2024-07-26 14:05:00+00:00,5486.25,stop,-275.0,-278.5,312.5
trend_pullback,ES,volatility+time_of_day,2024-07-26,2024-07-26 14:33:00+00:00,-1,5476.25,5476.0,5470.0,5481.25,25,20,2024-07-26 14:41:00+00:00,5481.5,stop,-275.0,-278.5,312.5
trend_pullback,ES,volatility+time_of_day,2024-07-29,2024-07-29 13:47:00+00:00,1,5517.5,5517.75,5523.75,5512.5,25,20,2024-07-29 13:48:00+00:00,5512.25,stop,-275.0,-278.5,312.5
trend_pullback,ES,volatility+time_of_day,2024-07-29,2024-07-29 13:49:00+00:00,1,5513.25,5513.5,5519.5,5508.25,25,20,2024-07-29 13:50:00+00:00,5508.0,stop,-275.0,-278.5,312.5
trend_pullback,ES,volatility+time_of_day,2024-07-29,2024-07-29 14:00:00+00:00,1,5524.5,5524.75,5530.75,5519.5,25,20,2024-07-29 14:07:00+00:00,5519.25,stop,-275.0,-278.5,312.5
trend_pullback,ES,volatility+time_of_day,2024-07-30,2024-07-30 13:51:00+00:00,-1,5516.0,5515.75,5509.75,5521.0,25,20,2024-07-30 14:01:00+00:00,5509.75,target,300.0,296.5,312.5
trend_pullback,ES,volatility+time_of_day,2024-07-30,2024-07-30 14:03:00+00:00,-1,5505.25,5505.0,5499.0,5510.25,25,20,2024-07-30 14:05:00+00:00,5510.5,stop,-275.0,-278.5,312.5
trend_pullback,ES,volatility+time_of_day,2024-07-30,2024-07-30 14:12:00+00:00,-1,5510.75,5510.5,5504.5,5515.75,25,20,2024-07-30 14:19:00+00:00,5504.5,target,300.0,296.5,312.5
trend_pullback,ES,volatility+time_of_day,2024-07-31,2024-07-31 13:55:00+00:00,1,5540.5,5540.75,5546.75,5535.5,25,20,2024-07-31 13:56:00+00:00,5535.25,stop,-275.0,-278.5,312.5
trend_pullback,ES,volatility+time_of_day,2024-07-31,2024-07-31 14:00:00+00:00,1,5542.25,5542.5,5548.5,5537.25,25,20,2024-07-31 14:05:00+00:00,5548.5,target,300.0,296.5,312.5
trend_pullback,ES,volatility+time_of_day,2024-07-31,2024-07-31 14:09:00+00:00,1,5550.0,5550.25,5556.25,5545.0,25,20,2024-07-31 14:17:00+00:00,5556.25,target,300.0,296.5,312.5
